,Index,ID,Country,Gender,Education,Region,Profession,Work_status,Household_members,Income_level,Location_of_residence,Centre_or_suburbs,Public_transport_service,Car_driving_license,Number_vehicles_in_household,Considering_electric_or_hybrid_vehicle_next_purchase,Know_what_car_sharing_is,Would_subscribe_car_sharing_if_available,Most_frequent_trip_Walk,Most_frequent_trip_Bicycle,Most_frequent_trip_Car_as_Driver,Most_frequent_trip_Car_as_Passenger,Most_frequent_trip_Train,Most_frequent_trip_Underground_or_light_train,Most_frequent_trip_Tram,Most_frequent_trip_Bus,Most_frequent_trip_Motorcycle_or_moped,Destination_most_frequent_trip,Frequency_most_frequent_trip,Transfers_between_modes_during_frequent_trip,Frequent_trip_distance,Concern_environmental_impacts,Preference_tolls_or_traffic_limitation,New_frq_trip_dur,Age,Would_subsribe_car_sharing_if_available_new,Education_DNA,Income_level_DNA,Profession_DNA,Age_DNA,Considering_electric_or_hybrid_vehicle_next_purchase_DNA,Concern_environmental_impacts_DNA,Country_DNA,sha_ind,sha_ind_norm
2849,3069,"3,078",Greece,Female,Upper secondary (high school or similar);,?tt???,retired,Not Employed,three,low,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Relatively served by public transport,Yes,1,Maybe yes maybe not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,No,No,No,Yes,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,6-10 KM,3,Probably more acceptable to limit road traffic,30-60 min,41-50,1,0.2069787234042553,0.1823809523809524,0.1685082872928177,0.1833333333333333,0.2027115108851518,0.1602300739523418,0.2830957230142566,0.1981769434661584,0.4212501260758328
2860,3081,"3,090",France,Male,Upper secondary (high school or similar);,RhÃ´ne-Alpes,unemployed,Not Employed,two,lower middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Difficult to reach with public transport,No,0,Probably not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,Yes,No,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,less than 3 KM,8,Probably more acceptable to limit road traffic,less than 15 min,21-30,1,0.2069787234042553,0.1964838027022627,0.2050105857445307,0.2346829640947288,0.1444071809035312,0.2356572258533043,0.254071661237785,0.2110417348486283,0.5034837685597588
2863,3084,"3,093",Spain,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Comunidad Valenciana,retired,Not Employed,two,lower middle,Large city (from 250.000 to 1.000.000 inhabitants),in the centre of the city,Well served by public transport,Yes,1,Maybe yes maybe not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,No,No,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip once per week or less,Two,6-10 KM,7,No preferences,30-60 min,41-50,1,0.2290959252971137,0.1964838027022627,0.1685082872928177,0.1833333333333333,0.2027115108851518,0.1982758620689655,0.2458158995815899,0.2034606601658906,0.4550244219158881
2864,3085,"3,094",Greece,Female,"Tertiary and higher (University degree, PhD or similar degrees).",?tt???,student,Not Employed,one  (myself),low,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,No,0,Certainly yes,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,No,No,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,Two,11-20 KM,2,Probably more acceptable to limit road traffic,60-90 min,21-30,1,0.2290959252971137,0.1823809523809524,0.2434696895022178,0.2346829640947288,0.3650434126085315,0.1649331352154532,0.2830957230142566,0.2432431145876077,0.709319733576083
2874,3095,"3,104",Greece,Male,"Tertiary and higher (University degree, PhD or similar degrees).",?tt???,middle manager,Employed,one  (myself),middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,Yes,1,Probably not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,Yes,Yes,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Two,less than 3 KM,9,Probably more acceptable to pay for less congestion,less than 15 min,41-50,1,0.2290959252971137,0.2103583345422892,0.2343283582089552,0.1833333333333333,0.1444071809035312,0.299515106303618,0.2830957230142566,0.2263048516575853,0.6010478606264591
2876,3097,"3,106",Greece,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Tessa??a,registered freelance professional,Employed,four,higher middle,Large city (from 250.000 to 1.000.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,2,Certainly yes,Yes,Yes without any influence on my car ownership,Yes,Yes,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Three,11-20 KM,7,Definitely more acceptable to limit road traffic,60-90 min,51-60,2,0.2290959252971137,0.2489236790606653,0.2731152204836415,0.1924233313289236,0.3650434126085315,0.1982758620689655,0.2830957230142566,0.2557104505517283,0.7890127824503552
2881,3102,"3,111",Greece,Female,Upper secondary (high school or similar);,?tt???,unemployed,Not Employed,three,higher middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,2,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,Yes,No,No,No,No,Yes,"Â…In an urban area, different from where I live",Make this trip 2-3 days per week,Two,11-20 KM,8,Probably more acceptable to limit road traffic,60-90 min,21-30,1,0.2069787234042553,0.2489236790606653,0.2050105857445307,0.2346829640947288,0.2027115108851518,0.2356572258533043,0.2830957230142566,0.2310086302938418,0.6311151068955689
2882,3103,"3,112",Poland,Female,Upper secondary (high school or similar);,Pomorskie,student,Not Employed,two,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the centre of the city,Well served by public transport,Yes,0,Maybe yes maybe not,No,"Yes, instead of purchasing a new car",Yes,No,Yes,No,No,No,Yes,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,less than 3 KM,3,Definitely more acceptable to limit road traffic,15-30 min,21-30,2,0.2069787234042553,0.2103583345422892,0.2434696895022178,0.2346829640947288,0.2027115108851518,0.1602300739523418,0.3314855875831485,0.2271309834234476,0.6063286166262107
2885,3106,"3,115",Greece,Female,"Tertiary and higher (University degree, PhD or similar degrees).",?tt???,student,Not Employed,four,low,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Difficult to reach with public transport,No,1,Don't know/no answer,No,"Yes, instead of purchasing a new car",Yes,No,No,No,No,No,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,Two,21-30 KM,2,No preferences,30-60 min,less than 20,2,0.2290959252971137,0.1823809523809524,0.2434696895022178,0.2561094819159335,0.0925449871465295,0.1649331352154532,0.2830957230142566,0.2073756992103509,0.4800499284726023
2886,3107,"3,116",Italy,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Piemonte,unemployed,Not Employed,five,low,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,Yes,1,Certainly yes,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,Yes,No,Yes,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,6-10 KM,6,No preferences,30-60 min,51-60,1,0.2290959252971137,0.1823809523809524,0.2050105857445307,0.1924233313289236,0.3650434126085315,0.1392904073587385,0.2929606625258799,0.2294578967492386,0.6212025895368731
2888,3109,"3,118",Slovenia,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Osrednjeslovenska,office worker,Employed,three,lower middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Relatively served by public transport,Yes,2,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,Yes,No,No,No,No,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,11-20 KM,5,Probably more acceptable to limit road traffic,15-30 min,21-30,1,0.2290959252971137,0.1964838027022627,0.1989212513484358,0.2346829640947288,0.2027115108851518,0.1648418491484184,0.2700729927007299,0.2138300423109773,0.5213070407899265
2893,3114,"3,123",France,Male,Upper secondary (high school or similar);,ÃŽle de France,unemployed,Not Employed,one  (myself),low,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,No,0,Certainly not,Yes,"No, I would not be interested in this service",Yes,No,No,No,No,Yes,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Two,less than 3 KM,8,No preferences,30-60 min,41-50,0,0.2069787234042553,0.1823809523809524,0.2050105857445307,0.1833333333333333,0.1095890410958904,0.2356572258533043,0.254071661237785,0.1967173604357216,0.4119202562371271
2898,3119,"3,128",Germany,Female,"Tertiary and higher (University degree, PhD or similar degrees).",DÃ¼sseldorf,middle manager,Employed,two,higher middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Not served by public transport,Yes,2,Probably not,Yes,Yes without any influence on my car ownership,No,No,Yes,Yes,No,No,No,No,No,Â…It is outside an urban area,Make this trip every day/ every working day of the week,More than three,11-20 KM,0,No preferences,15-30 min,31-40,2,0.2290959252971137,0.2489236790606653,0.2343283582089552,0.2217081850533807,0.1444071809035312,0.1283354510800508,0.1866383881230116,0.1990624525323869,0.426910430530341
2909,3131,"3,140",Poland,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Slaskie,business owner/entrepreneur,Employed,two,middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,No,1,Maybe yes maybe not,No,"No, I would not be interested in this service",Yes,No,No,Yes,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,less than 3 KM,5,Probably more acceptable to limit road traffic,less than 15 min,21-30,0,0.2290959252971137,0.2103583345422892,0.2460474308300395,0.2346829640947288,0.2027115108851518,0.1648418491484184,0.3314855875831485,0.2313176574829843,0.6330904542318951
2914,3136,"3,145",Greece,Female,"Tertiary and higher (University degree, PhD or similar degrees).",???e?a ???ada,office worker,Employed,three,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Relatively served by public transport,Yes,1,Don't know/no answer,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,Yes,Yes,No,No,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,Two,11-20 KM,8,No preferences,30-60 min,31-40,1,0.2290959252971137,0.2103583345422892,0.1989212513484358,0.2217081850533807,0.0925449871465295,0.2356572258533043,0.2830957230142566,0.2101973760364728,0.4980865025938641
2918,3140,"3,149",Slovenia,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Goriska,office worker,Employed,one  (myself),middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Difficult to reach with public transport,Yes,1,Maybe yes maybe not,No,"No, I would not be interested in this service",Yes,Yes,Yes,No,No,No,No,No,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,One,11-20 KM,1,No preferences,less than 15 min,21-30,0,0.2290959252971137,0.2103583345422892,0.1989212513484358,0.2346829640947288,0.2027115108851518,0.1148775894538606,0.2700729927007299,0.2086743669031871,0.4883512037582349
2934,3158,"3,167",Slovenia,Female,Upper secondary (high school or similar);,Gorenjska,other employed worker,Employed,three,low,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,2,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,21-30 KM,4,Definitely more acceptable to limit road traffic,15-30 min,31-40,1,0.2069787234042553,0.1823809523809524,0.1921047488762947,0.2217081850533807,0.2027115108851518,0.1632140615191462,0.2700729927007299,0.2055958821171301,0.4686730753096246
2940,3164,"3,173",Poland,Female,Upper secondary (high school or similar);,Mazowieckie,unemployed,Not Employed,more than five,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Difficult to reach with public transport,Yes,2,Maybe yes maybe not,No,"No, I would not be interested in this service",No,No,Yes,Yes,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,11-20 KM,0,No preferences,30-60 min,21-30,0,0.2069787234042553,0.2103583345422892,0.2050105857445307,0.2346829640947288,0.2027115108851518,0.1283354510800508,0.3314855875831485,0.2170804510477364,0.5420841324689649
2942,3166,"3,175",Spain,Female,Upper secondary (high school or similar);,AndalucÃ­a,unemployed,Not Employed,three,middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,Yes,2,Probably yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,No,Yes,Yes,No,No,No,No,"Â…In an urban area, different from where I live",Make this trip 2-3 days per week,Don't know/ No answer,11-20 KM,8,Probably more acceptable to pay for less congestion,15-30 min,51-60,1,0.2069787234042553,0.2103583345422892,0.2050105857445307,0.1924233313289236,0.2870708546384222,0.2356572258533043,0.2458158995815899,0.2261878507276165,0.6002999734389172
2946,3170,"3,179",Slovenia,Female,Upper secondary (high school or similar);,Osrednjeslovenska,unemployed,Not Employed,three,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Relatively served by public transport,Yes,2,Probably yes,No,"Yes, instead of purchasing a new car",Yes,Yes,Yes,No,Yes,No,No,Yes,No,Â…It is outside an urban area,Make this trip 2-3 days per week,One,more than 50 KM,4,Probably more acceptable to limit road traffic,30-60 min,21-30,2,0.2069787234042553,0.2103583345422892,0.2050105857445307,0.2346829640947288,0.2870708546384222,0.1632140615191462,0.2700729927007299,0.2253412166634432,0.5948881637268055
2952,3176,"3,185",Greece,Female,"Tertiary and higher (University degree, PhD or similar degrees).",?tt???,office worker,Employed,two,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,1,Certainly yes,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,No,Yes,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,Three,3-5 KM,3,Probably more acceptable to pay for less congestion,30-60 min,21-30,1,0.2290959252971137,0.2103583345422892,0.1989212513484358,0.2346829640947288,0.3650434126085315,0.1602300739523418,0.2830957230142566,0.2402039549796711,0.6898929774616229
